Start Time	End Time	Origin Product Type	Device Model	Source ID	Origin Build	OS Version
2022-01-15 12:01:05+00:00	2022-02-14 16:48:00+00:00	iPhone10,1	iPhone 8 (CDMA)	1	19A404	iOS 15.0.2
