Setting	Data Value	Path
com.apple.MobileSMS.plist - Keep Messages for Days	No value	/home/rjskali/forensic/ileapp_report4/iLEAPP_Reports_2025-12-04_Thursday_105020/data/private/var/mobile/Library/Preferences/com.apple.MobileSMS.plist
