Row ID	Origin Product Type	Origin Product Model	Origin OS Build	Origin OS Version	Local Product Type	Local Product Model	Local OS Build	Local OS Version	Source ID	Source Name	Source Version	Device ID	Device	Timezone
1	iPhone10,1	iPhone 8 (CDMA)	19A404	iOS 15.0.2	iPhone10,1	iPhone 8 (CDMA)	19A404	iOS 15.0.2	1	iPhone 8	15.0.2	1	iPhone	America/New_York
