Setting	Data Value	Path
com.apple.MobileSMS.plist - Keep Messages for Days	No value	/home/rjskali/forensic/ileapp_report3/iLEAPP_Reports_2025-12-03_Wednesday_230143/data/private/var/mobile/Library/Preferences/com.apple.MobileSMS.plist
