Timestamp	Migration Index	Type	Force Rebuild Reason	Source Model Version	Model Version	OS Build	OS Version	Origin	Store UUID
2022-01-06 22:41:36+00:00	0	3 - OS History Start/Factory Reset			15208	19A404	iOS 15.0.2	0	4CB09D3F-2C21-4676-88D8-D76F3CE179F9
