SEGB Timestamp	Timestamp	SEGB State	State	Filename	Offset
2022-01-06 22:42:16.503472+00:00		Deleted		663201736571093	88
2022-01-06 22:42:42.023813+00:00		Deleted		663201736571093	136
2022-01-10 17:30:33.067463+00:00		Deleted		663201736571093	184
2022-01-10 17:30:33.626081+00:00		Deleted		663201736571093	232
2022-01-10 17:30:40.285326+00:00		Deleted		663201736571093	280
2022-01-10 17:30:42.270991+00:00		Deleted		663201736571093	328
2022-01-10 17:30:43.935870+00:00		Deleted		663201736571093	376
2022-01-10 17:30:54.489781+00:00		Deleted		663201736571093	424
2022-01-12 22:20:18.345741+00:00		Deleted		663201736571093	472
2022-01-12 23:58:11.710071+00:00		Deleted		663201736571093	520
2022-01-12 23:58:18.064840+00:00		Deleted		663201736571093	568
2022-01-13 00:04:00.232844+00:00		Deleted		663201736571093	616
2022-01-13 00:04:06.430479+00:00		Deleted		663201736571093	664
2022-01-13 00:23:51.601282+00:00		Deleted		663201736571093	712
2022-01-13 16:04:49.085492+00:00		Deleted		663201736571093	760
2022-01-13 16:08:32.697375+00:00		Deleted		663201736571093	808
2022-01-15 00:17:23.383055+00:00		Deleted		663201736571093	856
2022-01-15 02:14:21.528032+00:00		Deleted		663201736571093	904
2022-01-15 02:14:27.770336+00:00		Deleted		663201736571093	952
2022-01-15 03:10:32.708782+00:00		Deleted		663201736571093	1000
2022-01-15 03:10:37.298158+00:00		Deleted		663201736571093	1048
2022-01-15 11:26:35.884482+00:00		Deleted		663201736571093	1096
2022-01-15 11:26:48.987252+00:00		Deleted		663201736571093	1144
2022-01-15 11:59:03.591118+00:00		Deleted		663201736571093	1192
2022-01-15 11:59:13.785008+00:00		Deleted		663201736571093	1240
2022-01-15 11:59:48.915812+00:00		Deleted		663201736571093	1288
2022-01-15 11:59:59.080691+00:00		Deleted		663201736571093	1336
2022-01-15 14:08:47.704376+00:00		Deleted		663201736571093	1384
2022-01-15 14:09:22.875990+00:00		Deleted		663201736571093	1432
2022-01-15 14:10:54.002796+00:00		Deleted		663201736571093	1480
2022-01-15 14:26:40.744050+00:00		Deleted		663201736571093	1528
2022-01-15 14:26:45.280006+00:00		Deleted		663201736571093	1576
2022-01-15 14:26:51.444293+00:00		Deleted		663201736571093	1624
2022-01-15 14:27:06.296504+00:00		Deleted		663201736571093	1672
2022-01-15 14:27:09.016995+00:00		Deleted		663201736571093	1720
2022-01-15 14:27:29.190727+00:00		Deleted		663201736571093	1768
2022-01-15 14:27:30.207729+00:00		Deleted		663201736571093	1816
2022-01-15 14:29:39.259469+00:00		Deleted		663201736571093	1864
2022-01-15 14:29:40.310417+00:00		Deleted		663201736571093	1912
2022-01-15 14:30:51.286068+00:00		Deleted		663201736571093	1960
2022-01-15 14:30:53.233874+00:00		Deleted		663201736571093	2008
2022-01-15 14:40:51.152687+00:00		Deleted		663201736571093	2056
2022-01-15 14:41:22.400321+00:00		Deleted		663201736571093	2104
2022-01-15 14:41:45.081702+00:00		Deleted		663201736571093	2152
2022-01-15 14:42:17.638285+00:00		Deleted		663201736571093	2200
2022-01-15 14:47:47.154137+00:00		Deleted		663201736571093	2248
2022-01-15 14:47:50.570395+00:00		Deleted		663201736571093	2296
2022-01-15 14:48:24.045912+00:00		Deleted		663201736571093	2344
2022-01-15 14:48:33.149813+00:00		Deleted		663201736571093	2392
2022-01-15 14:48:37.003168+00:00		Deleted		663201736571093	2440
2022-01-15 14:48:47.207514+00:00		Deleted		663201736571093	2488
2022-01-15 14:48:56.604626+00:00		Deleted		663201736571093	2536
2022-01-15 14:55:59.466498+00:00		Deleted		663201736571093	2584
2022-01-15 14:56:00.365075+00:00		Deleted		663201736571093	2632
2022-01-15 14:56:04.839112+00:00		Deleted		663201736571093	2680
2022-01-15 14:56:05.899903+00:00		Deleted		663201736571093	2728
2022-01-15 14:56:09.398618+00:00		Deleted		663201736571093	2776
2022-01-15 14:58:03.926031+00:00		Deleted		663201736571093	2824
2022-01-15 14:58:11.535668+00:00		Deleted		663201736571093	2872
2022-01-15 14:58:20.770889+00:00		Deleted		663201736571093	2920
2022-01-15 14:58:30.773796+00:00		Deleted		663201736571093	2968
2022-01-15 15:03:05.472630+00:00		Deleted		663201736571093	3016
2022-01-15 15:03:12.068112+00:00		Deleted		663201736571093	3064
2022-01-15 15:47:31.517009+00:00		Deleted		663201736571093	3112
2022-01-15 15:47:37.700240+00:00		Deleted		663201736571093	3160
2022-01-15 16:10:09.395435+00:00		Deleted		663201736571093	3208
2022-01-15 16:10:12.540801+00:00		Deleted		663201736571093	3256
2022-01-15 16:10:17.970262+00:00		Deleted		663201736571093	3304
2022-01-15 16:10:19.148899+00:00		Deleted		663201736571093	3352
2022-01-15 16:26:31.901145+00:00		Deleted		663201736571093	3400
2022-01-15 16:26:48.802602+00:00		Deleted		663201736571093	3448
2022-01-15 17:19:06.197723+00:00		Deleted		663201736571093	3496
2022-01-15 17:19:07.239132+00:00		Deleted		663201736571093	3544
2022-01-15 17:21:14.230534+00:00		Deleted		663201736571093	3592
2022-01-15 17:21:15.261190+00:00		Deleted		663201736571093	3640
2022-01-15 19:31:22.100167+00:00		Deleted		663201736571093	3688
2022-01-15 19:31:23.096277+00:00		Deleted		663201736571093	3736
2022-01-15 19:31:27.100843+00:00		Deleted		663201736571093	3784
2022-01-15 19:31:36.766418+00:00		Deleted		663201736571093	3832
2022-01-15 19:31:51.778253+00:00		Deleted		663201736571093	3880
2022-01-15 19:31:52.855422+00:00		Deleted		663201736571093	3928
2022-01-15 19:32:04.085942+00:00		Deleted		663201736571093	3976
2022-01-15 19:32:07.701225+00:00		Deleted		663201736571093	4024
2022-01-15 19:32:10.284751+00:00		Deleted		663201736571093	4072
2022-01-15 19:32:16.484664+00:00		Deleted		663201736571093	4120
2022-01-15 19:32:26.201882+00:00		Deleted		663201736571093	4168
2022-01-15 19:32:31.642125+00:00		Deleted		663201736571093	4216
2022-01-15 19:42:08.635721+00:00		Deleted		663201736571093	4264
2022-01-15 19:42:14.866399+00:00		Deleted		663201736571093	4312
2022-01-15 22:44:56.872100+00:00		Deleted		663201736571093	4360
2022-01-15 22:46:04.993392+00:00		Deleted		663201736571093	4408
2022-01-15 22:46:05.403125+00:00		Deleted		663201736571093	4456
2022-01-15 22:46:15.637311+00:00		Deleted		663201736571093	4504
2022-01-15 22:54:59.591514+00:00		Deleted		663201736571093	4552
2022-01-15 22:55:01.120817+00:00		Deleted		663201736571093	4600
2022-01-15 22:55:01.960244+00:00		Deleted		663201736571093	4648
2022-01-15 22:55:03.865281+00:00		Deleted		663201736571093	4696
2022-01-15 23:00:04.836476+00:00		Deleted		663201736571093	4744
2022-01-15 23:00:11.278876+00:00		Deleted		663201736571093	4792
2022-01-15 23:05:19.757051+00:00		Deleted		663201736571093	4840
2022-01-15 23:10:06.512017+00:00		Deleted		663201736571093	4888
2022-01-15 23:10:15.852496+00:00		Deleted		663201736571093	4936
2022-01-15 23:10:17.404265+00:00		Deleted		663201736571093	4984
2022-01-15 23:12:07.641546+00:00		Deleted		663201736571093	5032
2022-01-15 23:12:08.801593+00:00		Deleted		663201736571093	5080
2022-01-15 23:17:32.725165+00:00		Deleted		663201736571093	5128
2022-01-15 23:17:40.799916+00:00		Deleted		663201736571093	5176
2022-01-16 01:22:21.514270+00:00		Deleted		663201736571093	5224
2022-01-16 01:22:22.529451+00:00		Deleted		663201736571093	5272
2022-01-16 01:38:41.112200+00:00		Deleted		663201736571093	5320
2022-01-16 01:38:46.397609+00:00		Deleted		663201736571093	5368
2022-01-16 11:19:51.062807+00:00		Deleted		663201736571093	5416
2022-01-16 11:19:52.236894+00:00		Deleted		663201736571093	5464
2022-01-16 11:21:59.323826+00:00		Deleted		663201736571093	5512
2022-01-16 11:22:05.509266+00:00		Deleted		663201736571093	5560
2022-01-16 13:44:02.544328+00:00		Deleted		663201736571093	5608
2022-01-16 13:44:08.723196+00:00		Deleted		663201736571093	5656
2022-01-16 13:44:45.770747+00:00		Deleted		663201736571093	5704
2022-01-16 13:44:51.923964+00:00		Deleted		663201736571093	5752
2022-01-16 13:48:33.205235+00:00		Deleted		663201736571093	5800
2022-01-16 13:48:39.380788+00:00		Deleted		663201736571093	5848
2022-01-16 13:48:42.584653+00:00		Deleted		663201736571093	5896
2022-01-16 14:01:43.913570+00:00		Deleted		663201736571093	5944
2022-01-16 14:03:38.553498+00:00		Deleted		663201736571093	5992
2022-01-16 14:04:46.321786+00:00		Deleted		663201736571093	6040
2022-01-16 14:09:01.441252+00:00		Deleted		663201736571093	6088
2022-01-16 14:09:11.659772+00:00		Deleted		663201736571093	6136
2022-01-16 14:09:23.949395+00:00		Deleted		663201736571093	6184
2022-01-16 14:09:34.172778+00:00		Deleted		663201736571093	6232
2022-01-16 14:11:01.415832+00:00		Deleted		663201736571093	6280
2022-01-16 14:12:16.594066+00:00		Deleted		663201736571093	6328
2022-01-16 14:25:25.345531+00:00		Deleted		663201736571093	6376
2022-01-16 14:25:26.640952+00:00		Deleted		663201736571093	6424
2022-01-16 18:00:59.994681+00:00		Deleted		663201736571093	6472
2022-01-16 18:01:01.614918+00:00		Deleted		663201736571093	6520
2022-01-18 16:19:48.054769+00:00	2022-01-18 16:19:48.054687+00:00	Written	1	663201736571093	6568
2022-01-18 16:19:49.888123+00:00	2022-01-18 16:19:49.888027+00:00	Written	0	663201736571093	6616
2022-01-18 21:35:28.544560+00:00	2022-01-18 21:35:28.544502+00:00	Written	1	663201736571093	6664
2022-01-18 21:35:30.295757+00:00	2022-01-18 21:35:30.295495+00:00	Written	0	663201736571093	6712
2022-01-18 21:52:57.599528+00:00	2022-01-18 21:52:57.599434+00:00	Written	1	663201736571093	6760
2022-01-18 21:53:03.772473+00:00	2022-01-18 21:53:03.772324+00:00	Written	0	663201736571093	6808
2022-01-19 04:05:28.602649+00:00	2022-01-19 04:05:28.602592+00:00	Written	1	663201736571093	6856
2022-01-19 04:05:29.629582+00:00	2022-01-19 04:05:29.629497+00:00	Written	0	663201736571093	6904
2022-01-19 14:50:32.004521+00:00	2022-01-19 14:50:32.004463+00:00	Written	1	663201736571093	6952
2022-01-19 14:50:55.628134+00:00	2022-01-19 14:50:55.628070+00:00	Written	0	663201736571093	7000
2022-01-19 14:56:25.386068+00:00	2022-01-19 14:56:25.385929+00:00	Written	1	663201736571093	7048
2022-01-19 14:56:35.598155+00:00	2022-01-19 14:56:35.598043+00:00	Written	0	663201736571093	7096
2022-01-19 14:58:28.771953+00:00	2022-01-19 14:58:28.768918+00:00	Written	1	663201736571093	7144
2022-01-19 15:10:57.747828+00:00	2022-01-19 15:10:57.747758+00:00	Written	0	663201736571093	7192
2022-01-19 15:27:16.769037+00:00	2022-01-19 15:27:16.768925+00:00	Written	1	663201736571093	7240
2022-01-19 15:27:32.158106+00:00	2022-01-19 15:27:32.158007+00:00	Written	0	663201736571093	7288
2022-01-19 15:27:42.512988+00:00	2022-01-19 15:27:42.512872+00:00	Written	1	663201736571093	7336
2022-01-19 15:39:21.742016+00:00	2022-01-19 15:39:21.741926+00:00	Written	0	663201736571093	7384
2022-01-19 18:21:00.848136+00:00	2022-01-19 18:21:00.848078+00:00	Written	1	663201736571093	7432
2022-01-19 18:21:07.648979+00:00	2022-01-19 18:21:07.648668+00:00	Written	0	663201736571093	7480
2022-01-19 18:21:12.761955+00:00	2022-01-19 18:21:12.761639+00:00	Written	1	663201736571093	7528
2022-01-19 18:21:15.065025+00:00	2022-01-19 18:21:15.064877+00:00	Written	0	663201736571093	7576
2022-01-19 18:42:11.954430+00:00	2022-01-19 18:42:11.954343+00:00	Written	1	663201736571093	7624
