ISO Code	Country Name	Country Code	City	Timezone	Latitude	Longitude	Yahoo Code
75	U.S.A.	US	Cupertino	US/Pacific	37.323001861572266	-122.03218078613281	USCA0273|2388327
199	U.S.A.	US	New York	America/New_York	40.71666717529297	-74.01667022705078	USNY0996|2459115
