Start Time	End Time	Battery Percentage	Is Fully Charged?	Time Added
2022-02-08 12:36:00+00:00	2022-02-08 14:07:16+00:00	21	No	2022-02-08 14:07:19+00:00
2022-02-08 14:07:16+00:00	2022-02-08 15:39:00+00:00	20	No	2022-02-08 15:39:00+00:00
2022-02-08 15:39:00+00:00	2022-02-08 17:08:48+00:00	19	No	2022-02-08 17:08:48+00:00
2022-02-08 17:08:48+00:00	2022-02-08 18:52:40+00:00	18	No	2022-02-08 18:52:43+00:00
2022-02-08 18:52:40+00:00	2022-02-08 20:20:28+00:00	17	No	2022-02-08 20:20:31+00:00
2022-02-08 20:20:28+00:00	2022-02-08 22:28:04+00:00	16	No	2022-02-08 22:28:05+00:00
2022-02-08 22:28:04+00:00	2022-02-08 23:52:32+00:00	15	No	2022-02-08 23:52:35+00:00
2022-02-08 23:52:32+00:00	2022-02-09 01:22:00+00:00	14	No	2022-02-09 01:22:03+00:00
2022-02-09 01:22:00+00:00	2022-02-09 02:54:40+00:00	13	No	2022-02-09 02:54:41+00:00
2022-02-09 02:54:40+00:00	2022-02-09 04:33:12+00:00	12	No	2022-02-09 04:33:15+00:00
2022-02-09 04:33:12+00:00	2022-02-09 06:06:40+00:00	11	No	2022-02-09 06:06:41+00:00
2022-02-09 06:06:40+00:00	2022-02-09 06:08:56+00:00	10	No	2022-02-09 06:08:58+00:00
2022-02-09 06:08:56+00:00	2022-02-09 06:09:44+00:00	11	No	2022-02-09 06:09:45+00:00
2022-02-09 06:09:44+00:00	2022-02-09 06:10:44+00:00	12	No	2022-02-09 06:10:45+00:00
2022-02-09 06:10:44+00:00	2022-02-09 06:11:44+00:00	13	No	2022-02-09 06:11:45+00:00
2022-02-09 06:11:44+00:00	2022-02-09 06:13:04+00:00	14	No	2022-02-09 06:13:05+00:00
2022-02-09 06:13:04+00:00	2022-02-09 06:14:04+00:00	15	No	2022-02-09 06:14:05+00:00
2022-02-09 06:14:04+00:00	2022-02-09 06:15:04+00:00	16	No	2022-02-09 06:15:05+00:00
2022-02-09 06:15:04+00:00	2022-02-09 06:16:24+00:00	17	No	2022-02-09 06:16:25+00:00
2022-02-09 06:16:24+00:00	2022-02-09 06:17:04+00:00	18	No	2022-02-09 06:17:05+00:00
2022-02-09 06:17:04+00:00	2022-02-09 06:18:24+00:00	19	No	2022-02-09 06:18:25+00:00
2022-02-09 06:18:24+00:00	2022-02-09 06:19:24+00:00	20	No	2022-02-09 06:19:25+00:00
2022-02-09 06:19:24+00:00	2022-02-09 06:20:24+00:00	21	No	2022-02-09 06:20:25+00:00
2022-02-09 06:20:24+00:00	2022-02-09 06:21:44+00:00	22	No	2022-02-09 06:21:45+00:00
2022-02-09 06:21:44+00:00	2022-02-09 06:22:44+00:00	23	No	2022-02-09 06:22:45+00:00
2022-02-09 06:22:44+00:00	2022-02-09 06:23:44+00:00	24	No	2022-02-09 06:23:45+00:00
2022-02-09 06:23:44+00:00	2022-02-09 06:24:44+00:00	25	No	2022-02-09 06:24:45+00:00
2022-02-09 06:24:44+00:00	2022-02-09 06:26:04+00:00	26	No	2022-02-09 06:26:05+00:00
2022-02-09 06:26:04+00:00	2022-02-09 06:27:04+00:00	27	No	2022-02-09 06:27:05+00:00
2022-02-09 06:27:04+00:00	2022-02-09 06:28:24+00:00	28	No	2022-02-09 06:28:25+00:00
2022-02-09 06:28:24+00:00	2022-02-09 06:29:24+00:00	29	No	2022-02-09 06:29:25+00:00
2022-02-09 06:29:24+00:00	2022-02-09 06:30:24+00:00	30	No	2022-02-09 06:30:25+00:00
2022-02-09 06:30:24+00:00	2022-02-09 06:31:24+00:00	31	No	2022-02-09 06:31:25+00:00
2022-02-09 06:31:24+00:00	2022-02-09 06:32:44+00:00	32	No	2022-02-09 06:32:45+00:00
2022-02-09 06:32:44+00:00	2022-02-09 06:33:44+00:00	33	No	2022-02-09 06:33:45+00:00
2022-02-09 06:33:44+00:00	2022-02-09 06:34:44+00:00	34	No	2022-02-09 06:34:45+00:00
2022-02-09 06:34:44+00:00	2022-02-09 06:35:44+00:00	35	No	2022-02-09 06:35:45+00:00
2022-02-09 06:35:44+00:00	2022-02-09 06:37:04+00:00	36	No	2022-02-09 06:37:05+00:00
2022-02-09 06:37:04+00:00	2022-02-09 06:38:04+00:00	37	No	2022-02-09 06:38:05+00:00
2022-02-09 06:38:04+00:00	2022-02-09 06:39:04+00:00	38	No	2022-02-09 06:39:05+00:00
2022-02-09 06:39:04+00:00	2022-02-09 06:40:04+00:00	39	No	2022-02-09 06:40:05+00:00
2022-02-09 06:40:04+00:00	2022-02-09 06:41:24+00:00	40	No	2022-02-09 06:41:25+00:00
2022-02-09 06:41:24+00:00	2022-02-09 06:42:24+00:00	41	No	2022-02-09 06:42:25+00:00
2022-02-09 06:42:24+00:00	2022-02-09 06:43:24+00:00	42	No	2022-02-09 06:43:25+00:00
2022-02-09 06:43:24+00:00	2022-02-09 06:44:44+00:00	43	No	2022-02-09 06:44:45+00:00
2022-02-09 06:44:44+00:00	2022-02-09 06:45:44+00:00	44	No	2022-02-09 06:45:45+00:00
2022-02-09 06:45:44+00:00	2022-02-09 06:46:44+00:00	45	No	2022-02-09 06:46:45+00:00
2022-02-09 06:46:44+00:00	2022-02-09 06:48:04+00:00	46	No	2022-02-09 06:48:05+00:00
2022-02-09 06:48:04+00:00	2022-02-09 06:49:04+00:00	47	No	2022-02-09 06:49:05+00:00
2022-02-09 06:49:04+00:00	2022-02-09 06:50:04+00:00	48	No	2022-02-09 06:50:05+00:00
2022-02-09 06:50:04+00:00	2022-02-09 06:51:04+00:00	49	No	2022-02-09 06:51:05+00:00
2022-02-09 06:51:04+00:00	2022-02-09 06:52:24+00:00	50	No	2022-02-09 06:52:25+00:00
2022-02-09 06:52:24+00:00	2022-02-09 06:53:44+00:00	51	No	2022-02-09 06:53:45+00:00
2022-02-09 06:53:44+00:00	2022-02-09 06:54:44+00:00	52	No	2022-02-09 06:54:45+00:00
2022-02-09 06:54:44+00:00	2022-02-09 06:56:04+00:00	53	No	2022-02-09 06:56:05+00:00
2022-02-09 06:56:04+00:00	2022-02-09 06:57:04+00:00	54	No	2022-02-09 06:57:05+00:00
2022-02-09 06:57:04+00:00	2022-02-09 06:58:24+00:00	55	No	2022-02-09 06:58:25+00:00
2022-02-09 06:58:24+00:00	2022-02-09 06:59:44+00:00	56	No	2022-02-09 06:59:45+00:00
2022-02-09 06:59:44+00:00	2022-02-09 07:00:44+00:00	57	No	2022-02-09 07:00:45+00:00
2022-02-09 07:00:44+00:00	2022-02-09 07:02:04+00:00	58	No	2022-02-09 07:02:05+00:00
2022-02-09 07:02:04+00:00	2022-02-09 07:03:04+00:00	59	No	2022-02-09 07:03:05+00:00
2022-02-09 07:03:04+00:00	2022-02-09 12:27:44+00:00	60	No	2022-02-09 12:27:47+00:00
2022-02-09 12:27:44+00:00	2022-02-09 13:40:40+00:00	59	No	2022-02-09 13:40:40+00:00
2022-02-09 13:40:40+00:00	2022-02-09 14:08:24+00:00	58	No	2022-02-09 14:08:25+00:00
2022-02-09 14:08:24+00:00	2022-02-09 15:02:40+00:00	57	No	2022-02-09 15:02:41+00:00
2022-02-09 15:02:40+00:00	2022-02-09 16:02:04+00:00	56	No	2022-02-09 16:02:05+00:00
2022-02-09 16:02:04+00:00	2022-02-09 17:53:52+00:00	55	No	2022-02-09 17:53:55+00:00
2022-02-09 17:53:52+00:00	2022-02-09 19:09:12+00:00	54	No	2022-02-09 19:09:13+00:00
2022-02-09 19:09:12+00:00	2022-02-09 20:03:28+00:00	53	No	2022-02-09 20:03:29+00:00
2022-02-09 20:03:28+00:00	2022-02-09 21:29:00+00:00	52	No	2022-02-09 21:29:02+00:00
2022-02-09 21:29:00+00:00	2022-02-09 22:37:28+00:00	51	No	2022-02-09 22:37:30+00:00
2022-02-09 22:37:28+00:00	2022-02-09 23:56:56+00:00	50	No	2022-02-09 23:56:56+00:00
2022-02-09 23:56:56+00:00	2022-02-10 01:28:40+00:00	49	No	2022-02-10 01:28:40+00:00
2022-02-10 01:28:40+00:00	2022-02-10 02:52:12+00:00	48	No	2022-02-10 02:52:15+00:00
2022-02-10 02:52:12+00:00	2022-02-10 04:42:28+00:00	47	No	2022-02-10 04:42:30+00:00
2022-02-10 04:42:28+00:00	2022-02-10 06:31:56+00:00	46	No	2022-02-10 06:31:57+00:00
2022-02-10 06:31:56+00:00	2022-02-10 07:28:12+00:00	45	No	2022-02-10 07:28:14+00:00
2022-02-10 07:28:12+00:00	2022-02-10 09:12:28+00:00	44	No	2022-02-10 09:12:31+00:00
2022-02-10 09:12:28+00:00	2022-02-10 11:02:48+00:00	43	No	2022-02-10 11:02:48+00:00
2022-02-10 11:02:48+00:00	2022-02-10 12:17:08+00:00	42	No	2022-02-10 12:17:08+00:00
2022-02-10 12:17:08+00:00	2022-02-10 14:08:44+00:00	41	No	2022-02-10 14:08:46+00:00
2022-02-10 14:08:44+00:00	2022-02-10 15:46:00+00:00	40	No	2022-02-10 15:46:01+00:00
2022-02-10 15:46:00+00:00	2022-02-10 16:54:44+00:00	39	No	2022-02-10 16:54:46+00:00
2022-02-10 16:54:44+00:00	2022-02-10 17:22:56+00:00	38	No	2022-02-10 17:22:59+00:00
2022-02-10 17:22:56+00:00	2022-02-10 18:13:12+00:00	37	No	2022-02-10 18:13:15+00:00
2022-02-10 18:13:12+00:00	2022-02-10 18:36:12+00:00	36	No	2022-02-10 18:36:12+00:00
2022-02-10 18:36:12+00:00	2022-02-10 19:12:20+00:00	35	No	2022-02-10 19:12:22+00:00
2022-02-10 19:12:20+00:00	2022-02-10 19:58:04+00:00	34	No	2022-02-10 19:58:07+00:00
2022-02-10 19:58:04+00:00	2022-02-10 21:07:36+00:00	33	No	2022-02-10 21:07:38+00:00
2022-02-10 21:07:36+00:00	2022-02-10 21:33:00+00:00	32	No	2022-02-10 21:33:03+00:00
2022-02-10 21:33:00+00:00	2022-02-10 22:19:32+00:00	31	No	2022-02-10 22:19:34+00:00
2022-02-10 22:19:32+00:00	2022-02-10 23:23:24+00:00	30	No	2022-02-10 23:23:25+00:00
2022-02-10 23:23:24+00:00	2022-02-11 00:36:24+00:00	29	No	2022-02-11 00:36:24+00:00
2022-02-11 00:36:24+00:00	2022-02-11 01:50:08+00:00	28	No	2022-02-11 01:50:10+00:00
2022-02-11 01:50:08+00:00	2022-02-11 02:43:12+00:00	27	No	2022-02-11 02:43:15+00:00
2022-02-11 02:43:12+00:00	2022-02-11 03:57:56+00:00	26	No	2022-02-11 03:57:59+00:00
2022-02-11 03:57:56+00:00	2022-02-11 03:59:56+00:00	25	No	2022-02-11 03:59:59+00:00
2022-02-11 03:59:56+00:00	2022-02-11 04:12:04+00:00	24	No	2022-02-11 04:12:05+00:00
2022-02-11 04:12:04+00:00	2022-02-11 04:21:28+00:00	23	No	2022-02-11 04:21:29+00:00
2022-02-11 04:21:28+00:00	2022-02-11 05:22:16+00:00	22	No	2022-02-11 05:22:16+00:00
2022-02-11 05:22:16+00:00	2022-02-11 06:34:44+00:00	21	No	2022-02-11 06:34:46+00:00
2022-02-11 06:34:44+00:00	2022-02-11 08:30:32+00:00	20	No	2022-02-11 08:30:35+00:00
2022-02-11 08:30:32+00:00	2022-02-11 10:04:28+00:00	19	No	2022-02-11 10:04:31+00:00
2022-02-11 10:04:28+00:00	2022-02-11 11:47:44+00:00	18	No	2022-02-11 11:47:46+00:00
2022-02-11 11:47:44+00:00	2022-02-11 13:43:28+00:00	17	No	2022-02-11 13:43:30+00:00
2022-02-11 13:43:28+00:00	2022-02-11 15:13:00+00:00	16	No	2022-02-11 15:13:02+00:00
2022-02-11 15:13:00+00:00	2022-02-11 17:12:28+00:00	15	No	2022-02-11 17:12:31+00:00
2022-02-11 17:12:28+00:00	2022-02-11 18:57:44+00:00	14	No	2022-02-11 18:57:44+00:00
2022-02-11 18:57:44+00:00	2022-02-11 19:38:40+00:00	13	No	2022-02-11 19:38:41+00:00
2022-02-11 19:38:40+00:00	2022-02-11 20:30:28+00:00	12	No	2022-02-11 20:30:29+00:00
2022-02-11 20:30:28+00:00	2022-02-11 21:17:36+00:00	11	No	2022-02-11 21:17:37+00:00
2022-02-11 21:17:36+00:00	2022-02-12 00:39:08+00:00	10	No	2022-02-12 00:39:09+00:00
2022-02-12 00:39:08+00:00	2022-02-12 01:58:16+00:00	9	No	2022-02-12 01:58:19+00:00
2022-02-12 01:58:16+00:00	2022-02-12 03:12:52+00:00	8	No	2022-02-12 03:12:52+00:00
2022-02-12 03:12:52+00:00	2022-02-12 04:23:32+00:00	7	No	2022-02-12 04:23:34+00:00
2022-02-12 04:23:32+00:00	2022-02-12 05:28:04+00:00	6	No	2022-02-12 05:28:04+00:00
2022-02-12 05:28:04+00:00	2022-02-12 05:57:52+00:00	5	No	2022-02-12 05:57:55+00:00
2022-02-12 05:57:52+00:00	2022-02-12 06:59:52+00:00	4	No	2022-02-12 06:59:54+00:00
2022-02-12 06:59:52+00:00	2022-02-12 07:59:24+00:00	3	No	2022-02-12 07:59:25+00:00
2022-02-12 07:59:24+00:00	2022-02-12 09:12:52+00:00	2	No	2022-02-12 09:12:55+00:00
2022-02-14 16:32:00+00:00	2022-02-14 17:07:04+00:00	98	No	2022-02-14 17:07:06+00:00
2022-02-14 17:07:04+00:00	2022-02-14 17:20:44+00:00	99	No	2022-02-14 17:20:46+00:00
2022-02-14 17:20:44+00:00	2022-02-14 17:46:44+00:00	100	No	2022-02-14 17:46:46+00:00
