Start Time	End Time	Battery Percentage	Is Fully Charged?	Time Added
2022-01-30 02:27:04+00:00	2022-01-30 02:31:40+00:00	84	No	2022-01-30 02:31:40+00:00
2022-01-30 02:31:40+00:00	2022-01-30 02:34:00+00:00	83	No	2022-01-30 02:34:00+00:00
2022-01-30 02:34:00+00:00	2022-01-30 02:59:00+00:00	82	No	2022-01-30 02:59:00+00:00
2022-01-30 02:59:00+00:00	2022-01-30 03:39:24+00:00	81	No	2022-01-30 03:39:25+00:00
2022-01-30 03:39:24+00:00	2022-01-30 05:15:00+00:00	80	No	2022-01-30 05:15:02+00:00
2022-01-30 05:15:00+00:00	2022-01-30 09:21:08+00:00	79	No	2022-01-30 09:21:08+00:00
2022-01-30 09:21:08+00:00	2022-01-30 12:19:56+00:00	78	No	2022-01-30 12:19:59+00:00
2022-01-30 12:19:56+00:00	2022-01-30 14:15:00+00:00	77	No	2022-01-30 14:15:01+00:00
2022-01-30 14:15:00+00:00	2022-01-30 15:18:12+00:00	76	No	2022-01-30 15:18:14+00:00
2022-01-30 15:18:12+00:00	2022-01-30 16:27:52+00:00	75	No	2022-01-30 16:27:54+00:00
2022-01-30 16:27:52+00:00	2022-01-30 17:27:32+00:00	74	No	2022-01-30 17:27:32+00:00
2022-01-30 17:27:32+00:00	2022-01-30 18:15:00+00:00	73	No	2022-01-30 18:15:00+00:00
2022-01-30 18:15:00+00:00	2022-01-30 19:35:36+00:00	72	No	2022-01-30 19:35:37+00:00
2022-01-30 19:35:36+00:00	2022-01-30 20:33:00+00:00	71	No	2022-01-30 20:33:02+00:00
2022-01-30 20:33:00+00:00	2022-01-30 21:52:32+00:00	70	No	2022-01-30 21:52:32+00:00
2022-01-30 21:52:32+00:00	2022-01-30 23:27:44+00:00	69	No	2022-01-30 23:27:44+00:00
2022-01-30 23:27:44+00:00	2022-01-31 02:23:56+00:00	68	No	2022-01-31 02:23:59+00:00
2022-01-31 02:23:56+00:00	2022-01-31 06:38:08+00:00	67	No	2022-01-31 06:38:10+00:00
2022-01-31 06:38:08+00:00	2022-01-31 09:08:04+00:00	66	No	2022-01-31 09:08:06+00:00
2022-01-31 09:08:04+00:00	2022-01-31 11:04:32+00:00	65	No	2022-01-31 11:04:33+00:00
2022-01-31 11:04:32+00:00	2022-01-31 13:25:12+00:00	64	No	2022-01-31 13:25:15+00:00
2022-01-31 13:25:12+00:00	2022-01-31 15:24:48+00:00	63	No	2022-01-31 15:24:48+00:00
2022-01-31 15:24:48+00:00	2022-01-31 18:10:40+00:00	62	No	2022-01-31 18:10:40+00:00
2022-01-31 18:10:40+00:00	2022-01-31 19:35:48+00:00	61	No	2022-01-31 19:35:51+00:00
2022-01-31 19:35:48+00:00	2022-01-31 21:00:40+00:00	60	No	2022-01-31 21:00:43+00:00
2022-01-31 21:00:40+00:00	2022-01-31 22:19:52+00:00	59	No	2022-01-31 22:19:52+00:00
2022-01-31 22:19:52+00:00	2022-01-31 23:43:28+00:00	58	No	2022-01-31 23:43:28+00:00
2022-01-31 23:43:28+00:00	2022-02-01 01:39:00+00:00	57	No	2022-02-01 01:39:00+00:00
2022-02-01 01:39:00+00:00	2022-02-01 04:16:04+00:00	56	No	2022-02-01 04:16:05+00:00
2022-02-01 04:16:04+00:00	2022-02-01 06:31:24+00:00	55	No	2022-02-01 06:31:26+00:00
2022-02-01 06:31:24+00:00	2022-02-01 09:07:28+00:00	54	No	2022-02-01 09:07:30+00:00
2022-02-01 09:07:28+00:00	2022-02-01 12:01:24+00:00	53	No	2022-02-01 12:01:26+00:00
2022-02-01 12:01:24+00:00	2022-02-01 13:51:24+00:00	52	No	2022-02-01 13:51:27+00:00
2022-02-01 13:51:24+00:00	2022-02-01 16:09:36+00:00	51	No	2022-02-01 16:09:37+00:00
2022-02-01 16:09:36+00:00	2022-02-01 17:57:08+00:00	50	No	2022-02-01 17:57:09+00:00
2022-02-01 17:57:08+00:00	2022-02-01 20:07:04+00:00	49	No	2022-02-01 20:07:04+00:00
2022-02-01 20:07:04+00:00	2022-02-01 22:13:04+00:00	48	No	2022-02-01 22:13:04+00:00
2022-02-01 22:13:04+00:00	2022-02-02 00:00:48+00:00	47	No	2022-02-02 00:00:48+00:00
2022-02-02 00:00:48+00:00	2022-02-02 00:37:28+00:00	46	No	2022-02-02 00:37:30+00:00
2022-02-02 00:37:28+00:00	2022-02-02 01:33:20+00:00	45	No	2022-02-02 01:33:23+00:00
2022-02-02 01:33:20+00:00	2022-02-02 03:02:56+00:00	44	No	2022-02-02 03:02:56+00:00
2022-02-02 03:02:56+00:00	2022-02-02 05:35:48+00:00	43	No	2022-02-02 05:35:51+00:00
2022-02-02 05:35:48+00:00	2022-02-02 08:32:56+00:00	42	No	2022-02-02 08:32:56+00:00
2022-02-02 08:32:56+00:00	2022-02-02 09:57:32+00:00	41	No	2022-02-02 09:57:35+00:00
2022-02-02 09:57:32+00:00	2022-02-02 12:46:16+00:00	40	No	2022-02-02 12:46:16+00:00
2022-02-02 12:46:16+00:00	2022-02-02 14:28:12+00:00	39	No	2022-02-02 14:28:13+00:00
2022-02-02 14:28:12+00:00	2022-02-02 16:48:52+00:00	38	No	2022-02-02 16:48:54+00:00
2022-02-02 16:48:52+00:00	2022-02-02 18:33:44+00:00	37	No	2022-02-02 18:33:44+00:00
2022-02-02 18:33:44+00:00	2022-02-02 18:40:24+00:00	36	No	2022-02-02 18:40:24+00:00
2022-02-02 18:40:24+00:00	2022-02-02 18:44:44+00:00	35	No	2022-02-02 18:44:44+00:00
2022-02-02 18:44:44+00:00	2022-02-02 18:50:04+00:00	34	No	2022-02-02 18:50:04+00:00
2022-02-02 18:50:04+00:00	2022-02-02 18:52:04+00:00	33	No	2022-02-02 18:52:04+00:00
2022-02-02 18:52:04+00:00	2022-02-02 19:42:08+00:00	32	No	2022-02-02 19:42:10+00:00
2022-02-02 19:42:08+00:00	2022-02-02 20:13:56+00:00	31	No	2022-02-02 20:13:59+00:00
2022-02-02 20:13:56+00:00	2022-02-02 21:30:20+00:00	30	No	2022-02-02 21:30:20+00:00
2022-02-02 21:30:20+00:00	2022-02-02 21:55:56+00:00	29	No	2022-02-02 21:55:58+00:00
2022-02-02 21:55:56+00:00	2022-02-02 22:29:20+00:00	28	No	2022-02-02 22:29:23+00:00
2022-02-02 22:29:20+00:00	2022-02-02 23:01:44+00:00	27	No	2022-02-02 23:01:47+00:00
2022-02-02 23:01:44+00:00	2022-02-02 23:39:56+00:00	26	No	2022-02-02 23:39:57+00:00
2022-02-02 23:39:56+00:00	2022-02-03 00:14:44+00:00	25	No	2022-02-03 00:14:45+00:00
2022-02-03 00:14:44+00:00	2022-02-03 00:53:12+00:00	24	No	2022-02-03 00:53:12+00:00
2022-02-03 00:53:12+00:00	2022-02-03 01:29:36+00:00	23	No	2022-02-03 01:29:39+00:00
2022-02-03 01:29:36+00:00	2022-02-03 02:06:24+00:00	22	No	2022-02-03 02:06:27+00:00
2022-02-03 02:06:24+00:00	2022-02-03 02:08:28+00:00	21	No	2022-02-03 02:08:28+00:00
2022-02-03 02:08:28+00:00	2022-02-03 02:10:08+00:00	22	No	2022-02-03 02:10:09+00:00
2022-02-03 02:10:08+00:00	2022-02-03 02:44:56+00:00	21	No	2022-02-03 02:44:56+00:00
2022-02-03 02:44:56+00:00	2022-02-03 02:48:16+00:00	20	No	2022-02-03 02:48:19+00:00
2022-02-03 02:48:16+00:00	2022-02-03 02:48:36+00:00	21	No	2022-02-03 02:48:39+00:00
2022-02-03 02:48:36+00:00	2022-02-03 03:26:04+00:00	20	No	2022-02-03 03:26:07+00:00
2022-02-03 03:26:04+00:00	2022-02-03 03:30:52+00:00	19	No	2022-02-03 03:30:53+00:00
2022-02-03 03:30:52+00:00	2022-02-03 03:31:12+00:00	20	No	2022-02-03 03:31:12+00:00
2022-02-03 03:31:12+00:00	2022-02-03 04:05:40+00:00	19	No	2022-02-03 04:05:40+00:00
2022-02-03 04:05:40+00:00	2022-02-03 04:08:00+00:00	18	No	2022-02-03 04:08:01+00:00
2022-02-03 04:08:00+00:00	2022-02-03 04:09:40+00:00	19	No	2022-02-03 04:09:43+00:00
2022-02-03 04:09:40+00:00	2022-02-03 04:10:00+00:00	18	No	2022-02-03 04:10:03+00:00
2022-02-03 04:10:00+00:00	2022-02-03 04:11:44+00:00	19	No	2022-02-03 04:11:44+00:00
2022-02-03 04:11:44+00:00	2022-02-03 04:49:52+00:00	18	No	2022-02-03 04:49:53+00:00
2022-02-03 04:49:52+00:00	2022-02-03 04:51:52+00:00	17	No	2022-02-03 04:51:55+00:00
2022-02-03 04:51:52+00:00	2022-02-03 04:52:12+00:00	18	No	2022-02-03 04:52:15+00:00
2022-02-03 04:52:12+00:00	2022-02-03 04:53:56+00:00	17	No	2022-02-03 04:53:56+00:00
2022-02-03 04:53:56+00:00	2022-02-03 04:54:16+00:00	18	No	2022-02-03 04:54:16+00:00
2022-02-03 04:54:16+00:00	2022-02-03 05:28:40+00:00	17	No	2022-02-03 05:28:42+00:00
2022-02-03 05:28:40+00:00	2022-02-03 05:31:04+00:00	16	No	2022-02-03 05:31:04+00:00
2022-02-03 05:31:04+00:00	2022-02-03 05:32:44+00:00	17	No	2022-02-03 05:32:45+00:00
2022-02-03 05:32:44+00:00	2022-02-03 05:35:08+00:00	16	No	2022-02-03 05:35:08+00:00
2022-02-03 05:35:08+00:00	2022-02-03 05:36:28+00:00	17	No	2022-02-03 05:36:29+00:00
2022-02-03 05:36:28+00:00	2022-02-03 06:11:12+00:00	16	No	2022-02-03 06:11:14+00:00
2022-02-03 06:11:12+00:00	2022-02-03 06:11:32+00:00	15	No	2022-02-03 06:11:34+00:00
2022-02-03 06:11:32+00:00	2022-02-03 06:13:12+00:00	16	No	2022-02-03 06:13:15+00:00
2022-02-03 06:13:12+00:00	2022-02-03 06:15:36+00:00	15	No	2022-02-03 06:15:39+00:00
2022-02-03 06:15:36+00:00	2022-02-03 06:17:16+00:00	16	No	2022-02-03 06:17:18+00:00
2022-02-03 06:17:16+00:00	2022-02-03 06:49:40+00:00	15	No	2022-02-03 06:49:43+00:00
2022-02-03 06:49:40+00:00	2022-02-03 06:54:04+00:00	14	No	2022-02-03 06:54:06+00:00
2022-02-03 06:54:04+00:00	2022-02-03 06:55:44+00:00	15	No	2022-02-03 06:55:47+00:00
2022-02-03 06:55:44+00:00	2022-02-03 07:32:12+00:00	14	No	2022-02-03 07:32:13+00:00
2022-02-03 07:32:12+00:00	2022-02-03 07:32:32+00:00	13	No	2022-02-03 07:32:33+00:00
2022-02-03 07:32:32+00:00	2022-02-03 07:34:12+00:00	14	No	2022-02-03 07:34:15+00:00
2022-02-03 07:34:12+00:00	2022-02-03 07:34:32+00:00	13	No	2022-02-03 07:34:35+00:00
2022-02-03 07:34:32+00:00	2022-02-03 07:36:16+00:00	14	No	2022-02-03 07:36:16+00:00
2022-02-03 07:36:16+00:00	2022-02-03 08:10:40+00:00	13	No	2022-02-03 08:10:40+00:00
2022-02-03 08:10:40+00:00	2022-02-03 08:11:00+00:00	12	No	2022-02-03 08:11:00+00:00
2022-02-03 08:11:00+00:00	2022-02-03 08:12:40+00:00	13	No	2022-02-03 08:12:42+00:00
2022-02-03 08:12:40+00:00	2022-02-03 08:13:00+00:00	12	No	2022-02-03 08:13:02+00:00
2022-02-03 08:13:00+00:00	2022-02-03 08:14:20+00:00	13	No	2022-02-03 08:14:23+00:00
2022-02-03 08:14:20+00:00	2022-02-03 08:15:00+00:00	12	No	2022-02-03 08:15:03+00:00
2022-02-03 08:15:00+00:00	2022-02-03 08:16:44+00:00	13	No	2022-02-03 08:16:45+00:00
2022-02-03 08:16:44+00:00	2022-02-03 08:17:04+00:00	12	No	2022-02-03 08:17:05+00:00
2022-02-03 08:17:04+00:00	2022-02-03 08:18:44+00:00	13	No	2022-02-03 08:18:46+00:00
2022-02-03 08:18:44+00:00	2022-02-03 08:53:28+00:00	12	No	2022-02-03 08:53:31+00:00
2022-02-03 08:53:28+00:00	2022-02-03 08:54:52+00:00	11	No	2022-02-03 08:54:53+00:00
2022-02-03 08:54:52+00:00	2022-02-03 08:55:12+00:00	12	No	2022-02-03 08:55:13+00:00
2022-02-03 08:55:12+00:00	2022-02-03 08:59:36+00:00	11	No	2022-02-03 08:59:36+00:00
2022-02-03 08:59:36+00:00	2022-02-03 09:00:56+00:00	12	No	2022-02-03 09:00:58+00:00
2022-02-03 09:00:56+00:00	2022-02-03 09:33:44+00:00	11	No	2022-02-03 09:33:44+00:00
2022-02-03 09:33:44+00:00	2022-02-03 09:36:04+00:00	10	No	2022-02-03 09:36:05+00:00
2022-02-03 09:36:04+00:00	2022-02-03 09:37:44+00:00	11	No	2022-02-03 09:37:47+00:00
2022-02-03 09:37:44+00:00	2022-02-03 09:41:28+00:00	10	No	2022-02-03 09:41:29+00:00
2022-02-03 09:41:28+00:00	2022-02-03 09:41:48+00:00	11	No	2022-02-03 09:41:49+00:00
2022-02-03 09:41:48+00:00	2022-02-03 10:20:36+00:00	10	No	2022-02-03 10:20:38+00:00
2022-02-03 10:20:36+00:00	2022-02-03 10:22:40+00:00	9	No	2022-02-03 10:22:40+00:00
2022-02-03 10:22:40+00:00	2022-02-03 10:24:20+00:00	10	No	2022-02-03 10:24:21+00:00
2022-02-03 10:24:20+00:00	2022-02-03 10:24:40+00:00	9	No	2022-02-03 10:24:41+00:00
2022-02-03 10:24:40+00:00	2022-02-03 10:26:20+00:00	10	No	2022-02-03 10:26:23+00:00
2022-02-03 10:26:20+00:00	2022-02-03 10:52:20+00:00	9	No	2022-02-03 10:52:23+00:00
2022-02-03 10:52:20+00:00	2022-02-03 10:53:00+00:00	8	No	2022-02-03 10:53:03+00:00
2022-02-03 10:53:00+00:00	2022-02-03 10:54:24+00:00	9	No	2022-02-03 10:54:25+00:00
2022-02-03 10:54:24+00:00	2022-02-03 10:55:04+00:00	8	No	2022-02-03 10:55:05+00:00
2022-02-03 10:55:04+00:00	2022-02-03 10:56:24+00:00	9	No	2022-02-03 10:56:26+00:00
2022-02-03 10:56:24+00:00	2022-02-03 10:57:04+00:00	8	No	2022-02-03 10:57:06+00:00
2022-02-03 10:57:04+00:00	2022-02-03 10:58:48+00:00	9	No	2022-02-03 10:58:48+00:00
2022-02-03 10:58:48+00:00	2022-02-03 11:22:44+00:00	8	No	2022-02-03 11:22:46+00:00
2022-02-03 11:22:44+00:00	2022-02-03 11:23:44+00:00	7	No	2022-02-03 11:23:46+00:00
2022-02-03 11:23:44+00:00	2022-02-03 11:24:44+00:00	8	No	2022-02-03 11:24:47+00:00
2022-02-03 11:24:44+00:00	2022-02-03 11:25:44+00:00	7	No	2022-02-03 11:25:47+00:00
2022-02-03 11:25:44+00:00	2022-02-03 11:26:48+00:00	8	No	2022-02-03 11:26:48+00:00
2022-02-03 11:26:48+00:00	2022-02-03 11:55:28+00:00	7	No	2022-02-03 11:55:30+00:00
2022-02-03 11:55:28+00:00	2022-02-03 11:55:48+00:00	6	No	2022-02-03 11:55:50+00:00
2022-02-03 11:55:48+00:00	2022-02-03 11:57:32+00:00	7	No	2022-02-03 11:57:32+00:00
2022-02-03 11:57:32+00:00	2022-02-03 11:59:12+00:00	6	No	2022-02-03 11:59:13+00:00
2022-02-03 11:59:12+00:00	2022-02-03 11:59:32+00:00	7	No	2022-02-03 11:59:33+00:00
2022-02-03 11:59:32+00:00	2022-02-03 12:24:08+00:00	6	No	2022-02-03 12:24:10+00:00
2022-02-03 12:24:08+00:00	2022-02-03 12:25:32+00:00	5	No	2022-02-03 12:25:32+00:00
2022-02-03 12:25:32+00:00	2022-02-03 12:25:52+00:00	6	No	2022-02-03 12:25:52+00:00
2022-02-03 12:25:52+00:00	2022-02-03 12:27:32+00:00	5	No	2022-02-03 12:27:33+00:00
2022-02-03 12:27:32+00:00	2022-02-03 12:27:52+00:00	6	No	2022-02-03 12:27:53+00:00
2022-02-03 12:27:52+00:00	2022-02-03 12:55:52+00:00	5	No	2022-02-03 12:55:54+00:00
2022-02-03 12:55:52+00:00	2022-02-03 12:57:52+00:00	4	No	2022-02-03 12:57:55+00:00
2022-02-03 12:57:52+00:00	2022-02-03 12:58:12+00:00	5	No	2022-02-03 12:58:15+00:00
2022-02-03 12:58:12+00:00	2022-02-03 13:22:52+00:00	4	No	2022-02-03 13:22:54+00:00
2022-02-03 13:22:52+00:00	2022-02-03 13:23:00+00:00	3	No	2022-02-03 13:23:02+00:00
2022-02-03 13:23:00+00:00	2022-02-03 13:24:16+00:00	4	No	2022-02-03 13:24:16+00:00
2022-02-03 13:24:16+00:00	2022-02-03 13:56:40+00:00	3	No	2022-02-03 13:56:40+00:00
2022-02-03 13:56:40+00:00	2022-02-03 14:23:20+00:00	2	No	2022-02-03 14:23:21+00:00
2022-02-03 14:23:20+00:00	2022-02-03 14:23:40+00:00	1	No	2022-02-03 14:23:41+00:00
2022-02-03 14:23:40+00:00	2022-02-03 14:24:24+00:00	2	No	2022-02-03 14:24:26+00:00
2022-02-03 14:24:24+00:00	2022-02-03 14:25:24+00:00	1	No	2022-02-03 14:25:24+00:00
2022-02-03 14:25:24+00:00	2022-02-03 14:25:44+00:00	2	No	2022-02-03 14:25:44+00:00
2022-02-03 14:25:44+00:00	2022-02-03 14:27:24+00:00	1	No	2022-02-03 14:27:25+00:00
2022-02-03 14:27:24+00:00	2022-02-03 14:27:44+00:00	2	No	2022-02-03 14:27:45+00:00
2022-02-03 20:02:56+00:00	2022-02-04 00:29:20+00:00	100	Yes	2022-02-04 00:29:21+00:00
2022-02-04 00:29:20+00:00	2022-02-04 00:52:20+00:00	100	No	2022-02-04 00:52:20+00:00
2022-02-04 00:52:20+00:00	2022-02-04 00:56:40+00:00	99	No	2022-02-04 00:56:40+00:00
2022-02-04 00:56:40+00:00	2022-02-04 01:01:00+00:00	98	No	2022-02-04 01:01:00+00:00
2022-02-04 01:01:00+00:00	2022-02-04 01:05:20+00:00	97	No	2022-02-04 01:05:20+00:00
2022-02-04 01:05:20+00:00	2022-02-04 01:10:00+00:00	96	No	2022-02-04 01:10:00+00:00
2022-02-04 01:10:00+00:00	2022-02-04 01:14:00+00:00	95	No	2022-02-04 01:14:00+00:00
2022-02-04 01:14:00+00:00	2022-02-04 01:45:44+00:00	94	No	2022-02-04 01:45:46+00:00
2022-02-04 01:45:44+00:00	2022-02-04 02:23:00+00:00	93	No	2022-02-04 02:23:02+00:00
2022-02-04 02:23:00+00:00	2022-02-04 03:45:40+00:00	92	No	2022-02-04 03:45:41+00:00
2022-02-04 03:45:40+00:00	2022-02-04 04:10:44+00:00	91	No	2022-02-04 04:10:46+00:00
2022-02-04 04:10:44+00:00	2022-02-04 04:42:32+00:00	90	No	2022-02-04 04:42:35+00:00
2022-02-04 04:42:32+00:00	2022-02-04 07:02:20+00:00	89	No	2022-02-04 07:02:20+00:00
2022-02-04 07:02:20+00:00	2022-02-04 08:58:04+00:00	88	No	2022-02-04 08:58:04+00:00
2022-02-04 08:58:04+00:00	2022-02-04 10:59:48+00:00	87	No	2022-02-04 10:59:51+00:00
2022-02-04 10:59:48+00:00	2022-02-04 12:51:40+00:00	86	No	2022-02-04 12:51:42+00:00
2022-02-04 12:51:40+00:00	2022-02-04 14:35:20+00:00	85	No	2022-02-04 14:35:23+00:00
2022-02-04 14:35:20+00:00	2022-02-04 16:18:56+00:00	84	No	2022-02-04 16:18:56+00:00
2022-02-04 16:18:56+00:00	2022-02-04 17:44:08+00:00	83	No	2022-02-04 17:44:10+00:00
2022-02-04 17:44:08+00:00	2022-02-04 18:41:16+00:00	82	No	2022-02-04 18:41:18+00:00
2022-02-04 18:41:16+00:00	2022-02-04 19:51:32+00:00	81	No	2022-02-04 19:51:34+00:00
2022-02-04 19:51:32+00:00	2022-02-04 22:11:00+00:00	80	No	2022-02-04 22:11:03+00:00
2022-02-04 22:11:00+00:00	2022-02-05 00:30:40+00:00	79	No	2022-02-05 00:30:43+00:00
2022-02-05 00:30:40+00:00	2022-02-05 03:37:28+00:00	78	No	2022-02-05 03:37:31+00:00
2022-02-05 03:37:28+00:00	2022-02-05 05:32:44+00:00	77	No	2022-02-05 05:32:47+00:00
2022-02-05 05:32:44+00:00	2022-02-05 06:56:40+00:00	76	No	2022-02-05 06:56:42+00:00
2022-02-05 06:56:40+00:00	2022-02-05 08:19:00+00:00	75	No	2022-02-05 08:19:00+00:00
2022-02-05 08:19:00+00:00	2022-02-05 09:40:20+00:00	74	No	2022-02-05 09:40:20+00:00
2022-02-05 09:40:20+00:00	2022-02-05 10:08:36+00:00	73	No	2022-02-05 10:08:38+00:00
2022-02-05 10:08:36+00:00	2022-02-05 11:02:56+00:00	72	No	2022-02-05 11:02:59+00:00
2022-02-05 11:02:56+00:00	2022-02-05 12:26:08+00:00	71	No	2022-02-05 12:26:11+00:00
2022-02-05 12:26:08+00:00	2022-02-05 13:52:00+00:00	70	No	2022-02-05 13:52:02+00:00
2022-02-05 13:52:00+00:00	2022-02-05 15:42:12+00:00	69	No	2022-02-05 15:42:14+00:00
2022-02-05 15:42:12+00:00	2022-02-05 17:07:44+00:00	68	No	2022-02-05 17:07:45+00:00
2022-02-05 17:07:44+00:00	2022-02-05 20:53:20+00:00	67	No	2022-02-05 20:53:21+00:00
2022-02-05 20:53:20+00:00	2022-02-05 22:34:00+00:00	66	No	2022-02-05 22:34:03+00:00
2022-02-05 22:34:00+00:00	2022-02-05 23:58:20+00:00	65	No	2022-02-05 23:58:23+00:00
2022-02-05 23:58:20+00:00	2022-02-06 01:41:56+00:00	64	No	2022-02-06 01:41:59+00:00
2022-02-06 01:41:56+00:00	2022-02-06 02:33:00+00:00	63	No	2022-02-06 02:33:03+00:00
2022-02-06 02:33:00+00:00	2022-02-06 04:25:52+00:00	62	No	2022-02-06 04:25:55+00:00
2022-02-06 04:25:52+00:00	2022-02-06 04:41:24+00:00	61	No	2022-02-06 04:41:27+00:00
2022-02-06 04:41:24+00:00	2022-02-06 04:43:24+00:00	60	No	2022-02-06 04:43:27+00:00
2022-02-06 04:43:24+00:00	2022-02-06 04:44:04+00:00	59	No	2022-02-06 04:44:07+00:00
2022-02-06 04:44:04+00:00	2022-02-06 04:48:04+00:00	58	No	2022-02-06 04:48:07+00:00
2022-02-06 04:48:04+00:00	2022-02-06 04:51:24+00:00	57	No	2022-02-06 04:51:27+00:00
2022-02-06 04:51:24+00:00	2022-02-06 04:58:44+00:00	56	No	2022-02-06 04:58:47+00:00
2022-02-06 04:58:44+00:00	2022-02-06 06:01:16+00:00	55	No	2022-02-06 06:01:18+00:00
2022-02-06 06:01:16+00:00	2022-02-06 07:37:08+00:00	54	No	2022-02-06 07:37:09+00:00
2022-02-06 07:37:08+00:00	2022-02-06 10:14:04+00:00	53	No	2022-02-06 10:14:06+00:00
2022-02-06 10:14:04+00:00	2022-02-06 12:04:04+00:00	52	No	2022-02-06 12:04:06+00:00
2022-02-06 12:04:04+00:00	2022-02-06 14:15:00+00:00	51	No	2022-02-06 14:15:01+00:00
2022-02-06 14:15:00+00:00	2022-02-06 15:11:16+00:00	50	No	2022-02-06 15:11:19+00:00
2022-02-06 15:11:16+00:00	2022-02-06 17:16:44+00:00	49	No	2022-02-06 17:16:47+00:00
2022-02-06 17:16:44+00:00	2022-02-06 18:45:36+00:00	48	No	2022-02-06 18:45:39+00:00
2022-02-06 18:45:36+00:00	2022-02-06 19:51:52+00:00	47	No	2022-02-06 19:51:54+00:00
2022-02-06 19:51:52+00:00	2022-02-06 20:54:04+00:00	46	No	2022-02-06 20:54:05+00:00
2022-02-06 20:54:04+00:00	2022-02-06 21:06:52+00:00	45	No	2022-02-06 21:06:52+00:00
2022-02-06 21:06:52+00:00	2022-02-06 21:07:52+00:00	46	No	2022-02-06 21:07:52+00:00
2022-02-06 21:07:52+00:00	2022-02-06 21:08:52+00:00	47	No	2022-02-06 21:08:55+00:00
2022-02-06 21:08:52+00:00	2022-02-06 21:10:40+00:00	48	No	2022-02-06 21:10:40+00:00
2022-02-06 21:10:40+00:00	2022-02-06 21:12:20+00:00	49	No	2022-02-06 21:12:20+00:00
2022-02-06 21:12:20+00:00	2022-02-06 21:14:20+00:00	50	No	2022-02-06 21:14:20+00:00
2022-02-06 21:14:20+00:00	2022-02-06 21:16:20+00:00	51	No	2022-02-06 21:16:20+00:00
2022-02-06 21:16:20+00:00	2022-02-06 21:30:36+00:00	52	No	2022-02-06 21:30:37+00:00
2022-02-06 21:30:36+00:00	2022-02-06 21:30:56+00:00	51	No	2022-02-06 21:30:57+00:00
2022-02-06 21:30:56+00:00	2022-02-06 21:52:56+00:00	50	No	2022-02-06 21:52:57+00:00
2022-02-06 21:52:56+00:00	2022-02-06 21:55:16+00:00	49	No	2022-02-06 21:55:17+00:00
2022-02-06 21:55:16+00:00	2022-02-06 21:55:36+00:00	48	No	2022-02-06 21:55:37+00:00
2022-02-06 21:55:36+00:00	2022-02-06 22:14:56+00:00	47	No	2022-02-06 22:14:57+00:00
2022-02-06 22:14:56+00:00	2022-02-06 22:16:16+00:00	46	No	2022-02-06 22:16:17+00:00
2022-02-06 22:16:16+00:00	2022-02-06 22:18:36+00:00	45	No	2022-02-06 22:18:37+00:00
2022-02-06 22:18:36+00:00	2022-02-06 22:18:56+00:00	44	No	2022-02-06 22:18:57+00:00
2022-02-06 22:18:56+00:00	2022-02-06 22:19:16+00:00	43	No	2022-02-06 22:19:17+00:00
2022-02-06 22:19:16+00:00	2022-02-07 05:54:04+00:00	42	No	2022-02-07 05:54:05+00:00
2022-02-07 05:54:04+00:00	2022-02-07 07:02:20+00:00	41	No	2022-02-07 07:02:23+00:00
2022-02-07 07:02:20+00:00	2022-02-07 08:53:52+00:00	40	No	2022-02-07 08:53:53+00:00
2022-02-07 08:53:52+00:00	2022-02-07 10:31:20+00:00	39	No	2022-02-07 10:31:21+00:00
2022-02-07 10:31:20+00:00	2022-02-07 12:05:48+00:00	38	No	2022-02-07 12:05:50+00:00
2022-02-07 12:05:48+00:00	2022-02-07 13:41:16+00:00	37	No	2022-02-07 13:41:17+00:00
2022-02-07 13:41:16+00:00	2022-02-07 15:07:12+00:00	36	No	2022-02-07 15:07:15+00:00
2022-02-07 15:07:12+00:00	2022-02-07 16:37:32+00:00	35	No	2022-02-07 16:37:35+00:00
2022-02-07 16:37:32+00:00	2022-02-07 18:13:36+00:00	34	No	2022-02-07 18:13:36+00:00
2022-02-07 18:13:36+00:00	2022-02-07 19:41:12+00:00	33	No	2022-02-07 19:41:12+00:00
2022-02-07 19:41:12+00:00	2022-02-07 21:01:00+00:00	32	No	2022-02-07 21:01:01+00:00
2022-02-07 21:01:00+00:00	2022-02-07 22:29:48+00:00	31	No	2022-02-07 22:29:50+00:00
2022-02-07 22:29:48+00:00	2022-02-08 00:11:48+00:00	30	No	2022-02-08 00:11:51+00:00
2022-02-08 00:11:48+00:00	2022-02-08 01:59:32+00:00	29	No	2022-02-08 01:59:32+00:00
2022-02-08 01:59:32+00:00	2022-02-08 03:39:04+00:00	28	No	2022-02-08 03:39:06+00:00
2022-02-08 03:39:04+00:00	2022-02-08 05:03:24+00:00	27	No	2022-02-08 05:03:25+00:00
2022-02-08 05:03:24+00:00	2022-02-08 06:17:40+00:00	26	No	2022-02-08 06:17:41+00:00
2022-02-08 06:17:40+00:00	2022-02-08 07:37:32+00:00	25	No	2022-02-08 07:37:32+00:00
2022-02-08 07:37:32+00:00	2022-02-08 09:26:24+00:00	24	No	2022-02-08 09:26:26+00:00
2022-02-08 09:26:24+00:00	2022-02-08 10:48:16+00:00	23	No	2022-02-08 10:48:18+00:00
2022-02-08 10:48:16+00:00	2022-02-08 12:36:00+00:00	22	No	2022-02-08 12:36:02+00:00
