Setting	Data Value	Path
com.apple.MobileSMS.plist - Keep Messages for Days	No value	/home/rjskali/forensic/ileapp_report11/iLEAPP_Reports_2025-12-04_Thursday_192041/data/private/var/mobile/Library/Preferences/com.apple.MobileSMS.plist
