Timestamp	AppSessionStartDate	AppSessionEndDate	Type	Latitude	Longitude	Location	Previous Location	ID
2022-01-15 14:50:54+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					24
2022-01-15 14:50:54+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					25
2022-01-15 14:50:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					26
2022-01-15 14:50:57+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					27
2022-01-15 14:51:11+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					28
2022-01-15 14:51:12+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					29
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					30
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					31
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					32
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					33
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					34
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					35
2022-01-15 14:51:19+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					36
2022-01-15 14:51:22+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					37
2022-01-15 14:51:22+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					38
2022-01-15 14:51:52+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					39
2022-01-15 14:51:52+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					40
2022-01-15 14:51:52+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					41
2022-01-15 14:51:53+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					42
2022-01-15 14:51:54+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					43
2022-01-15 14:51:54+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					44
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					45
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					46
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					47
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					48
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					49
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					50
2022-01-15 14:51:55+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					51
2022-01-15 14:51:57+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					52
2022-01-15 14:51:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					53
2022-01-15 14:51:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					54
2022-01-15 14:51:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					55
2022-01-15 14:52:01+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					56
2022-01-15 14:52:01+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					57
2022-01-15 14:52:03+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					58
2022-01-15 14:52:03+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					59
2022-01-15 14:52:17+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					60
2022-01-15 14:52:18+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					61
2022-01-15 14:54:57+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					62
2022-01-15 14:54:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					63
2022-01-15 14:54:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					64
2022-01-15 14:54:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					65
2022-01-15 14:54:58+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					66
2022-01-15 14:55:00+00:00	2022-01-15 14:50:39+00:00	2022-01-15 14:55:59+00:00	NSUA_com.apple.Maps					67
2022-01-15 22:45:04+00:00			INCreateTimerIntent					68
2022-01-15 23:07:32+00:00			INCreateTimerIntent					69
2022-01-16 13:49:06+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					70
2022-01-16 13:49:08+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					71
2022-01-16 13:49:08+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					72
2022-01-16 13:49:09+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					73
2022-01-16 13:49:10+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					74
2022-01-16 13:49:14+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					75
2022-01-16 13:49:16+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					76
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					77
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					78
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					79
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					80
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					81
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					82
2022-01-16 13:49:20+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					83
2022-01-16 13:49:21+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					84
2022-01-16 13:49:22+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					85
2022-01-16 13:49:22+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					86
2022-01-16 13:49:22+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					87
2022-01-16 13:49:24+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					88
2022-01-16 13:49:25+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					89
2022-01-16 13:49:39+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					90
2022-01-16 13:49:39+00:00	2022-01-16 13:49:06+00:00	2022-01-16 13:58:23+00:00	NSUA_com.apple.Maps					91
2022-01-16 13:58:50+00:00	2022-01-16 13:58:35+00:00	2022-01-16 14:01:44+00:00	NSUA_NSUserActivityTypeBrowsingWeb					92
2022-01-16 14:01:30+00:00	2022-01-16 13:58:35+00:00	2022-01-16 14:01:44+00:00	NSUA_NSUserActivityTypeBrowsingWeb					93
2022-01-16 14:04:42+00:00	2022-01-16 14:03:52+00:00	2022-01-16 14:04:45+00:00	INCreateNoteIntent					94
2022-01-16 14:04:10+00:00	2022-01-16 14:03:52+00:00	2022-01-16 14:04:45+00:00	NSUA_com.apple.notes.activity.edit-note					95
2022-01-16 14:12:08+00:00			MTCreateAlarmIntent					96
2022-01-16 14:12:13+00:00			MTToggleAlarmIntent					97
2022-01-19 14:58:34+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					98
2022-01-19 14:58:35+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					99
2022-01-19 14:58:37+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					100
2022-01-19 14:58:37+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					101
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					102
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					103
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					104
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					105
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					106
2022-01-19 14:58:38+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					107
2022-01-19 14:58:39+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					108
2022-01-19 14:58:40+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					109
2022-01-19 14:58:40+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					110
2022-01-19 14:58:43+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					111
2022-01-19 14:58:57+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					112
2022-01-19 14:58:58+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					113
2022-01-19 15:10:40+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					114
2022-01-19 15:10:40+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					115
2022-01-19 15:10:40+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					116
2022-01-19 15:10:41+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					117
2022-01-19 15:10:41+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					118
2022-01-19 15:10:43+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					119
2022-01-19 15:10:43+00:00	2022-01-19 14:58:34+00:00	2022-01-19 15:10:58+00:00	NSUA_com.apple.Maps					120
2022-01-19 15:27:44+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					121
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					122
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					123
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					124
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					125
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					126
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					127
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					128
2022-01-19 15:28:01+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					129
2022-01-19 15:28:03+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					130
2022-01-19 15:28:04+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					131
2022-01-19 15:28:04+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					132
2022-01-19 15:28:04+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					133
2022-01-19 15:28:07+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					134
2022-01-19 15:28:08+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					135
2022-01-19 15:28:22+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					136
2022-01-19 15:28:22+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					137
2022-01-19 15:39:12+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					138
2022-01-19 15:39:13+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					139
2022-01-19 15:39:13+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					140
2022-01-19 15:39:13+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					141
2022-01-19 15:39:13+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					142
2022-01-19 15:39:15+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					143
2022-01-19 15:39:15+00:00	2022-01-19 15:27:44+00:00	2022-01-19 15:39:21+00:00	NSUA_com.apple.Maps					144
2022-01-21 20:42:29+00:00	2022-01-21 20:42:10+00:00	2022-01-21 20:43:09+00:00	NSUA_NSUserActivityTypeBrowsingWeb					145
2022-01-21 21:52:39+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1TrendsIntent					146
2022-01-21 21:52:41+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1SearchIntent					147
2022-01-21 21:52:51+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1SearchIntent					148
2022-01-21 21:54:21+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1TrendsIntent					149
2022-01-21 21:54:23+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1SearchIntent					150
2022-01-21 21:54:24+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1SearchIntent					151
2022-01-21 21:54:36+00:00	2022-01-21 21:43:04+00:00	2022-01-21 21:56:23+00:00	T1SearchIntent					152
2022-02-04 00:51:43+00:00	2022-02-04 00:51:15+00:00	2022-02-04 00:55:51+00:00	NSUA_NSUserActivityTypeBrowsingWeb					153
2022-02-06 04:41:34+00:00	2022-02-06 04:41:03+00:00	2022-02-06 04:49:53+00:00	T1TrendsIntent					154
2022-02-06 04:51:13+00:00	2022-02-06 04:51:02+00:00	2022-02-06 04:53:29+00:00	NSUA_NSUserActivityTypeBrowsingWeb					155
2022-02-06 04:58:32+00:00	2022-02-06 04:56:21+00:00	2022-02-06 04:58:39+00:00	INCreateNoteIntent					156
2022-02-06 04:56:22+00:00	2022-02-06 04:56:21+00:00	2022-02-06 04:58:39+00:00	NSUA_com.apple.notes.activity.edit-note					157
2022-02-06 04:57:13+00:00	2022-02-06 04:56:21+00:00	2022-02-06 04:58:39+00:00	NSUA_com.apple.notes.activity.edit-note					158
2022-02-11 03:59:34+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					159
2022-02-11 03:59:47+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					160
2022-02-11 04:00:40+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					161
2022-02-11 04:03:49+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					162
2022-02-11 04:04:38+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					163
2022-02-11 04:06:31+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					164
2022-02-11 04:07:24+00:00	2022-02-11 03:59:18+00:00	2022-02-11 04:09:16+00:00	NSUA_NSUserActivityTypeBrowsingWeb					165
2022-02-11 04:14:07+00:00	2022-02-11 04:13:02+00:00	2022-02-11 04:19:24+00:00	NSUA_NSUserActivityTypeBrowsingWeb					166
2022-02-11 04:15:10+00:00	2022-02-11 04:13:02+00:00	2022-02-11 04:19:24+00:00	NSUA_NSUserActivityTypeBrowsingWeb					167
